Solute_SMILES,Solvent_SMILES,T,log-gamma
CCCC(C)C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,50,0.101653654
CCCC(C)C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,60,-0.06400533
CCCC(C)C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,70,-0.263965546
CCCC(C)C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,80,-0.447850825
CCCC(C)C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,90,-0.644357016
CCCC(C)C,CCCCC(CC)CCC(C)(CC(CC)CCCC)C(=O)N,100,-0.848632083
CCC(C)CC,N#CCCSCCC#N,25,4.507557357
CCC(C)CC,CC#N,25,3.325036021
CCC(C)CC,CCCCCCCCCCCCc1ccccc1,40,0.039
CCC(C)CC,CCCCCCCCCCCCCCCc1ccccc1,40,0.004
CCC(C)CC,CCCCCCCCCCCCCCCCCCCCCCCC,80,-0.249744233
CCC(C)CC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,80,-0.368169323
CCC(C)CC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,80,-0.463624022
CCC(C)CC,CCCCCCCC[Sn](CCCCCCCC)(Cl)Cl,80,0.260053905
CCC(C)CC,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,50,-0.169602784
CCC(C)CC,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,55,-0.175544573
CCC(C)CC,n2cc1ccccc1cc2,20,2.157559321
CCC(C)CC,Cc2c1ccccc1ncc2,20,1.882513832
CCC(C)CC,Cc2c1ccccc1ccc2,20,1.289232648
CCC(C)CC,Clc2c1ccccc1ccc2,20,1.311031877
CCC(C)CC,CCCCCCCCCCCCCCCCCCCC,80,-0.155484903
CCC(C)CC,CC#N,25,3.015534901
CCC(C)CC,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C,30,-0.30788478
CCC(C)CC,CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,30,0.142367241
CCC(C)CC,CCCCCCCCCCCCCCCCCC,30,-0.15431736
CCC(C)CC,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,40,-0.297059234
CCC(C)CC,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,45,-0.298406036
CCC(C)CC,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,50,-0.297059234
CCC(C)CC,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,55,-0.298406036
CCC(C)CC,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,60,-0.297059234
CC1CCCC1,CN(C)C=O,20,2.517696473
CC1CCCC1,CC1OC(OC1)=O,30,3.242592351
CC1CCCC1,CC1OC(OC1)=O,40,3.135494216
CC1CCCC1,CC1OC(OC1)=O,50,3.034952987
CC1CCCC1,CC1OC(OC1)=O,60,2.928523524
CC1CCCC1,O=CN1CCOCC1,40.1,2.862200881
CC1CCCC1,O=CN1CCOCC1,59.5,2.653241965
CC1CCCC1,O=CN1CCOCC1,79.3,2.459588842
CC1CCCC1,O=CN1CCOCC1,100.2,2.370243741
CC1CCCC1,N#CCCSCCC#N,25,3.891820298
CC1CCCC1,O=C1NCCC1,30,3.216071898
CC1CCCC1,O=C1NCCC1,40,3.140698044
CC1CCCC1,O=C1NCCC1,50,3.069447311
CC1CCCC1,O=C1NCCC1,60,2.99723115
CC1CCCC1,CNC=O,30,3.19047635
CC1CCCC1,O=CN1CCOCC1,30.05,2.943912525
CC1CCCC1,O=CN1CCOCC1,61.71,2.66792241
CC1CCCC1,O=CN1CCOCC1,79.94,2.526528324
CC1CCCC1,CCOC(=O)c1ccccc1,40,0.792992516
CC1CCCC1,CCOC(=O)c1ccccc1,50,0.765467842
CC1CCCC1,CCOC(=O)c1ccccc1,60,0.746687947
CC1CCCC1,CCOC(=O)c1ccccc1,70,0.727548607
CC1CCCC1,Nc1ccccc1,20,2.617395833
CC1CCCC1,CCOC(C)=O,30,1.05431203
CC1CCCC1,CC(C)=O,35,1.726331664
CC1CCCC1,OCC,40,2.083184528
CC1CCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,53.2,-0.594207233
CC1CCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,93.9,-0.56563386
CC1CCCC1,OCCCCCCCCCCCCCCCC,53.2,0.292669614
CC1CCCC1,OCCCCCCCCCCCCCCCC,74.1,0.220740667
CC1CCCC1,OCCCCCCCCCCCCCCCC,93.9,0.186479567
CC1CCCC1,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,53.2,0.214304603
CC1CCCC1,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,74.1,0.164666622
CC1CCCC1,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,93.9,0.167207919
CC1CCCC1,CCCCOC(=O)c1ccccc1C(OCCCC)=O,53.2,0.527682741
CC1CCCC1,CCCCOC(=O)c1ccccc1C(OCCCC)=O,74.1,0.478095799
CC1CCCC1,CCCCOC(=O)c1ccccc1C(OCCCC)=O,93.9,0.445326642
CC1CCCC1,Oc1ccccc1,55,2.151762203
CC1CCCC1,Oc1ccccc1,55,2.162172939
CC1CCCC1,Oc1ccccc1,65,2.210469804
CC1CCCC1,Oc1ccccc1,45,2.261763098
CC1CCCC1,Oc1ccccc1,60,2.172476408
CC1CCCC1,Oc1ccccc1,75,2.178155015
CC1CCCC1,Oc1ccccc1,90,2.16676537
CC1CCCC1,O=Cc1occc1,55,2.450142657
CC1CCCC1,O=Cc1occc1,30,2.816007343
CC1CCCC1,O=Cc1occc1,45,2.618854622
CC1CCCC1,O=Cc1occc1,60,2.413231613
CC1CCCC1,O=Cc1occc1,75,2.434490164
CC1CCCC1,OCCOCCCC,25,1.08180517
CC1CCCC1,OCCOCCC,25,1.515127233
CC1CCCC1,OCCS,25,3.637744042
CC1CCCC1,OCCS,40,3.356897123
CC1CCCC1,OCCS,60,2.938420907
CC1CCCC1,OCCSCC,30,2.185151996
CC1CCCC1,OCCSCC,60,1.902853517
CC1CCCC1,OCCSCCO,25,4.034169839
CC1CCCC1,OCCSCCO,40,3.882470603
CC1CCCC1,OCCSCCO,60,3.684268842
CC1CCCC1,N#CCCSCCC#N,30,3.749504076
CC1CCCC1,N#CCCSCCC#N,60,3.514526067
CC1CCCC1,COC(=O)CCSCCC(=O)OC,30,1.855672795
CC1CCCC1,COC(=O)CCSCCC(=O)OC,40,1.791759469
CC1CCCC1,COC(=O)CCSCCC(=O)OC,60,1.567782237
CC1CCCC1,O=Cc1sccc1,40,2.126802113
CC1CCCC1,O=Cc1sccc1,60,2.013301739
CC1CCCC1,CC(=O)c1sccc1,30,1.944480556
CC1CCCC1,CC(=O)c1sccc1,40,1.840549633
CC1CCCC1,CC(=O)c1sccc1,60,1.666196246
CC1CCCC1,O=S1CCCC1,30,3.117772899
CC1CCCC1,O=S1CCCC1,40,3.068238964
CC1CCCC1,O=S1CCCC1,60,2.917824785
CC1CCCC1,O=S1(CCCC1)=O,25,3.535028729
CC1CCCC1,O=S1(CCCC1)=O,40,3.363703177
CC1CCCC1,O=S1(CCCC1)=O,60,3.130481674
CC1CCCC1,CC(CC1)CS1(=O)=O,25,2.844153284
CC1CCCC1,CC(CC1)CS1(=O)=O,40,2.660049725
CC1CCCC1,CC(CC1)CS1(=O)=O,60,2.624233715
CC1CCCC1,CC1CC(C)[S](=O)(=O)C1,30,2.229476621
CC1CCCC1,CC1CC(C)[S](=O)(=O)C1,60,1.987038382
CC1CCCC1,O=S1(CCCO1)=O,40,3.977286264
CC1CCCC1,O=S1(CCCO1)=O,60,3.690877457
CC1CCCC1,O=S1(CCCO1)=O,80,3.562862614
CC1CCCC1,O=S1OCCO1,25,3.099821982
CC1CCCC1,O=S1OCCO1,40,2.907119615
CC1CCCC1,O=S1OCCO1,60,2.837966735
CC1CCCC1,CS(C)=O,30,3.834861144
CC1CCCC1,CS(C)=O,60,3.143634903
CC1CCCC1,CCCS(CCC)=O,30,1.62924054
CC1CCCC1,CCCS(CCC)=O,40,1.588418545
CC1CCCC1,CCCS(CCC)=O,60,1.307251154
CC1CCCC1,C=CC1CCC[S]1(=O)=O,25,2.984671326
CC1CCCC1,C=CC1CCC[S]1(=O)=O,40,2.784455532
CC1CCCC1,C=CC1CCC[S]1(=O)=O,60,2.674010709
CC1CCCC1,CCOS(OCC)(=O)=O,30,1.871186603
CC1CCCC1,CCOS(OCC)(=O)=O,60,1.686250794
CC1CCCC1,Cc1nc(N)sc1,50,2.914413752
CC1CCCC1,Cc1nc(N)sc1,60,2.764619553
CC1CCCC1,Nc1ccccc1S,30,2.666741977
CC1CCCC1,Nc1ccccc1S,40,2.517156004
CC1CCCC1,Nc1ccccc1S,60,2.228787842
CC1CCCC1,c1ccccc1,25,0.542324291
CC1CCCC1,c1ccccc1,75,0.425267735
CC1CCCC1,c1ccccc1,75,0.418710335
CC1CCCC1,Cc1ccccc1,25,0.425267735
CC1CCCC1,Cc1ccccc1,75,0.300104592
CC1CCCC1,Cc1ccccc1,75,0.31481074
CC1CCCC1,OCc1occc1,27,2.890371758
CC1CCCC1,NCc1occc1,27,2.197224577
CC1CCCC1,OCC1CCCO1,27,2.219203484
CC1CCCC1,Oc1ccccc1,55,2.23644529
CC1CCCC1,Oc1ccccc1,70,2.112634509
CC1CCCC1,Oc1ccccc1,85,2.041220329
CC1CCCC1,Oc1ccccc1,100,2.033397603
CC1CCCC1,OC1CCCC1,25,1.492904096
CC1CCCC1,OC1CCCCC1,25,1.348073148
CC1CCCC1,OC1CCCCCC1,25,1.214912744
CC1CCCC1,OCCCCCCC,25,0.943905899
CC1CCCC1,OCc1ccccc1,25,2.085672091
CC1CCCC1,N#CCCOCCC#N,40,3.681351188
CC1CCCC1,N#CCCOCCC#N,50,3.555348061
CC1CCCC1,N#CCCOCCC#N,60,3.414442608
CC1CCCC1,N#CCCSCCC#N,40,3.761200116
CC1CCCC1,N#CCCSCCC#N,50,3.676300672
CC1CCCC1,N#CCCSCCC#N,60,3.499533282
CC1CCCC1,N#CCCNCCC#N,40,3.808882247
CC1CCCC1,N#CCCNCCC#N,50,3.597312261
CC1CCCC1,N#CCCNCCC#N,60,3.502549876
CC(C)C(C)C,N#CCCSCCC#N,25,4.446174454
CC(C)C(C)C,CCCCCCCCCCCCc1ccccc1,40,0.042
CC(C)C(C)C,CCCCCCCCCCCCCCCc1ccccc1,40,0.008
CC(C)C(C)C,CCCCCCCCCCCCCCCCCCCCCCCC,80,-0.236988958
CC(C)C(C)C,CCCCCCCCCCCCCCCCCCCCCCCC,88,-0.238257189
CC(C)C(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,80,-0.369615455
CC(C)C(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,84,-0.379797361
CC(C)C(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,76,-0.45413028
CC(C)C(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,80,-0.465215113
CC(C)C(C)C,n2cc1ccccc1cc2,20,2.219203484
CC(C)C(C)C,c2nc1ccccc1cc2,20,2.243896097
CC(C)C(C)C,Cc2nc1ccccc1cc2,20,1.843719208
CC(C)C(C)C,Cc2c1ccccc1ncc2,20,1.906575144
CC(C)C(C)C,Cc2c1ccccc1ccc2,20,1.32972401
CC(C)C(C)C,Clc2c1ccccc1ccc2,20,1.363537374
CC(C)C(C)C,OCCCCCCCCCCCCCCCC,53.2,0.480572581
CC(C)C(C)C,OCCCCCCCCCCCCCCCC,74.1,0.398104754
CC(C)C(C)C,OCCCCCCCCCCCCCCCC,93.9,0.356274864
CC(C)C(C)C,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,53.2,0.396087946
CC(C)C(C)C,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,74.1,0.346422567
CC(C)C(C)C,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,93.9,0.342880233
CC(C)C(C)C,CCCCOC(=O)c1ccccc1C(OCCCC)=O,53.2,0.789366038
CC(C)C(C)C,CCCCOC(=O)c1ccccc1C(OCCCC)=O,74.1,0.716863707
CC(C)C(C)C,CCCCOC(=O)c1ccccc1C(OCCCC)=O,93.9,0.680568398
CCC(C)(C)C,CCCCCCCCCCCCCCCC,25,-0.094310679
CCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,25,-0.371063681
CCC(C)(C)C,CC#N,25,3.206803244
CCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,25,-0.504562993
CCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,25,-0.495572635
CCC(C)(C)C,CCCCCCCCCCCCCCCC,90,-0.252314929
CCC(C)(C)C,CN1CCCC1=O,35,2.708050201
CCC(C)(C)C,CCCCCCCCCCCCc1ccccc1,40,0.074
CCC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCCCC,80,-0.189950584
CCC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCCCC,88,-0.199671195
CCC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,80,-0.310609577
CCC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,80,-0.415515444
CCC(C)(C)C,CCCCCCCC[Sn](CCCCCCCC)(Cl)Cl,70,0.279901885
CCC(C)(C)C,n2cc1ccccc1cc2,20,2.337952237
CCC(C)(C)C,Cc2c1ccccc1ncc2,20,2.029463172
CCC(C)(C)C,Cc2c1ccccc1ccc2,20,1.456286733
CCC(C)(C)C,Clc2c1ccccc1ccc2,20,1.492904096
CCC(C)(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,93.9,-0.394525168
CCC(C)(C)C,OCCCCCCCCCCCCCCCC,53.2,0.544066958
CCC(C)(C)C,OCCCCCCCCCCCCCCCC,74.1,0.458057558
CCC(C)(C)C,OCCCCCCCCCCCCCCCC,93.9,0.41012092
CCC(C)(C)C,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,53.2,0.479334957
CCC(C)(C)C,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,74.1,0.414094435
CCC(C)(C)C,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,93.9,0.401457087
CCC(C)(C)C,CCCCOC(=O)c1ccccc1C(OCCCC)=O,53.2,0.853137917
CCC(C)(C)C,CCCCOC(=O)c1ccccc1C(OCCCC)=O,74.1,0.768254653
CCC(C)(C)C,CCCCOC(=O)c1ccccc1C(OCCCC)=O,93.9,0.714419316
CCC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,80,-0.30652516
CCC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,80,-0.406465608
CCC(C)(C)C,CC#N,25,2.960105096
CCC(C)(C)C,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,40,-0.265268478
CCC(C)(C)C,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,45,-0.265268478
CCC(C)(C)C,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,50,-0.265268478
CCC(C)(C)C,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,55,-0.265268478
CCC(C)(C)C,CCCCC[Sn](CCCCC)(CCCCC)CCCCC,60,-0.262664309
CCC(C)(C)C,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,60,-0.495937011
CCCCCCC,O=CN1CCOCC1,39.85,3.908817874
CCCCCCC,O=CN1CCOCC1,49.85,3.736955077
CCCCCCC,O=CN1CCOCC1,59.85,3.587400285
CCCCCCC,O=CN1CCOCC1,69.85,3.472276963
CCCCCCC,OCCO,24.85,6.688441883
CCCCCCC,OCCO,39.85,6.421638528
CCCCCCC,OCCO,49.85,6.268035115
CCCCCCC,OCCO,59.85,6.162071927
CCCCCCC,OCCO,69.85,5.793988743
CCCCCCC,OCCO,20,6.705639095
CCCCCCC,OCCO,40,6.345636361
CCCCCCC,OCCO,60,6.124683391
CCCCCCC,OCCO,25.55,6.986566459
CCCCCCC,OCCO,25.55,6.931471806
CCCCCCC,OCCO,45.55,6.658011046
CCCCCCC,OCCO,60.55,6.265301213
CCCCCCC,CN1CCCC1=O,40.2,2.617395833
CCCCCCC,O=CN1CCOCC1,30.1,3.918005077
CCCCCCC,O=CN1CCOCC1,40.2,3.777348102
CCCCCCC,O=CN1CCOCC1,50.1,3.653252276
CCCCCCC,O=CN1CCOCC1,60.2,3.523415014
CCCCCCC,O=S1(CCCC1)=O,30,4.569543008
CCCCCCC,O=S1(CCCC1)=O,30,4.578826211
CCCCCCC,CS(C)=O,10,5.755742214
CCCCCCC,CS(C)=O,25,5.010635294
CCCCCCC,CN(C)C=O,25,3.401197382
CCCCCCC,CN1CCCC1=O,10,3.198673118
CCCCCCC,CN1CCCC1=O,25,3.058707073
CCCCCCC,CNC(C)=O,29.93,2.918311127
CCCCCCC,CNC(C)=O,45.22,2.836150204
CCCCCCC,CNC(C)=O,60.09,2.774461967
CCCCCCC,CN(C)C(C)=O,30.06,2.451005098
CCCCCCC,CN(C)C(C)=O,44.47,2.282178283
CCCCCCC,CN(C)C(C)=O,60.26,2.113601393
CCCCCCC,O=S1(CCCC1)=O,30.22,4.127456914
CCCCCCC,O=S1(CCCC1)=O,44.75,3.988984047
CCCCCCC,O=S1(CCCC1)=O,59.45,3.857989117
CCCCCCC,COCCOCCOCCOCCOC,50,1.455120552
CCCCCCC,CC(C)(C)OCCOCCOCCOC,30,0.613021136
CCCCCCC,CC(C)(C)OCCOCCOCCOC,50,0.552735027
CCCCCCC,CC(C)(C)OCCOCCOCCOC,70,0.464362749
CCCCCCC,CCCCOCCOCCOCCOCCCC(C)(C)C,30,0.016857117
CCCCCCC,CCCCOCCOCCOCCOCCCC(C)(C)C,50,-0.033556784
CCCCCCC,CCCCOCCOCCOCCOCCCC(C)(C)C,70,-0.059750004
CCCCCCC,OCCOCCOCCO,50,4.535343038
CCCCCCC,OCCOCCOCCO,60,4.415523063
CCCCCCC,OCCOCCOCCO,70,4.275487647
CCCCCCC,OCCOCCOCCO,80,4.138712263
CCCCCCC,OCCOCCOCCO,90,4.013532114
CCCCCCC,OCCOCCOCCO,100,3.915769977
CCCCCCC,OCCOCCOCCO,110,3.791219412
CCCCCCC,OCCOCCOCCO,120,3.704959475
CCCCCCC,OCCOCCOCCOCCO,60,3.915955264
CCCCCCC,OCCOCCOCCOCCO,80,3.627737824
CCCCCCC,OCCOCCOCCOCCO,90,3.470368904
CCCCCCC,OCCOCCOCCOCCO,100,3.394166053
CCCCCCC,OCCOCCOCCOCCO,110,3.261371937
CCCCCCC,OCCOCCOCCOCCO,120,3.138017118
CCCCCCC,OCCOCCOCCOCCO,130,3.035544158
CCCCCCC,CC1OC(OC1)=O,30,4.084294226
CCCCCCC,CC1OC(OC1)=O,40,3.958906591
CCCCCCC,CC1OC(OC1)=O,50,3.873282177
CCCCCCC,CC1OC(OC1)=O,60,3.75419892
CCCCCCC,CS(C)=O,30,4.548599834
CCCCCCC,CS(C)=O,45,4.302712828
CCCCCCC,CS(C)=O,60,4.062165664
CCCCCCC,O=CN1CCOCC1,40.1,3.744787086
CCCCCCC,O=CN1CCOCC1,59.5,3.446807893
CCCCCCC,O=CN1CCOCC1,79.3,3.517497837
CCCCCCC,O=CN1CCOCC1,100.2,3.068052935
CCCCCCC,CN1CCCC1=O,50.2,2.791165108
CCCCCCC,CN1CCCC1=O,70.2,2.595254707
CCCCCCC,OCCOCCO,60.05,4.877484781
CCCCCCC,OCCOCCO,75.05,4.805659047
CCCCCCC,OCCOCCO,90.05,4.557764064
CCCCCCC,OCCOCCOCCO,60.05,4.132121927
CCCCCCC,OCCOCCOCCO,75.05,3.956613889
CCCCCCC,OCCOCCOCCO,90.05,3.776661367
CCCCCCC,O=CN1CCOCC1,60.05,3.442339325
CCCCCCC,O=CN1CCOCC1,75.05,3.315639493
CCCCCCC,O=CN1CCOCC1,90.05,3.253856794
CCCCCCC,CN1CCCC1=O,60.05,2.436241478
CCCCCCC,O=S1(CCCC1)=O,60,4.098602152
CCCCCCC,O=S1(CCCC1)=O,70,3.972214592
CCCCCCC,O=S1(CCCC1)=O,80,3.863819669
CCCCCCC,O=S1(CCCC1)=O,90,3.718535339
CCCCCCC,O=S1(CCCC1)=O,100,3.651774501
CCCCCCC,CCCCCCCCCCCCCCCC,25,-0.071496002
CCCCCCC,OCCOCCO,25,5.111987788
CCCCCCC,OCCOCCOCCO,25,4.590056548
CCCCCCC,OCCO,25,6.927557906
CCCCCCC,OCC(O)CO,25,7.615791072
CCCCCCC,OCC(O)C,17,4.820281566
CCCCCCC,N#CCCSCCC#N,25,5.049856007
CCCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,25,-0.385662481
CCCCCCC,CC#N,25,3.749504076
CCCCCCC,CCCCCCCCCCCCCCCC,20,-0.079043207
CCCCCCC,CCCCCCCCCCCCCCCC,25,-0.081210055
CCCCCCC,CCCCCCCCCCCCCCCC,30,-0.082295243
CCCCCCC,CCCCCCCCCCCCCCCC,30,-0.087738914
CCCCCCC,CCCCCCCCCCCCCCCC,40,-0.107585211
CCCCCCC,CCCCCCCCCCCCCCCC,50,-0.082295243
CCCCCCC,CCCCCCCCCCCCCCCC,60,-0.080126044
CCCCCCC,CCCCCCCCCCCCCCCCCC,30,-0.095410185
CCCCCCC,CCCCCCCCCCCCCCCCCC,30,-0.122167634
CCCCCCC,CCCCCCCCCCCCCCCCCC,30,-0.117658043
CCCCCCC,CCCCCCCCCCCCCCCCCC,35,-0.133531393
CCCCCCC,CCCCCCCCCCCCCCCCCC,35,-0.113168698
CCCCCCC,CCCCCCCCCCCCCCCCCC,35,-0.126697653
CCCCCCC,CCCCCCCCCCCCCCCCCC,40,-0.108699417
CCCCCCC,CCCCCCCCCCCCCCCCCC,40,-0.124430078
CCCCCCC,CCCCCCCCCCCCCCCCCC,40,-0.128970381
CCCCCCC,CCCCCCCCCCCCCCCCCC,45,-0.138113302
CCCCCCC,CCCCCCCCCCCCCCCCCC,45,-0.128970381
CCCCCCC,CCCCCCCCCCCCCCCCCC,50,-0.138113302
CCCCCCC,CCCCCCCCCCCCCCCCCC,50,-0.115410852
CCCCCCC,CCCCCCCCCCCCCCCCCCCC,40,-0.133531393
CCCCCCC,CCCCCCCCCCCCCCCCCCCC,60,-0.149660775
CCCCCCC,CCCCC,25,0.131028262
CCCCCCC,CCCCCC,25,-0.030459207
CCCCCCC,CCCCCCCCCC,25,-0.020202707
CCCCCCC,CCCCCCCCCCCCCCCC,25,-0.083381609
CCCCCCC,C1CCCCC1,25,0.122217633
CCCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,25,-0.356674944
CCCCCCC,CO,25,3.559340083
CCCCCCC,OCC,25,2.570319528
CCCCCCC,OCCC,25,2.068127782
CCCCCCC,OCCCC,25,1.768149604
CCCCCCC,OCCCCCCCC,25,1.098612289
CCCCCCC,OC(C)C,25,2.074429
CCCCCCC,CCCCCCC=C,25,0.048790164
CCCCCCC,CC(C)=O,25,2.134166441
CCCCCCC,CCC(C)=O,25,1.439835128
CCCCCCC,CCCC(C)=O,25,1.202972304
CCCCCCC,CCCCCC(C)=O,25,0.879626748
CCCCCCC,CC#N,25,3.677565694
CCCCCCC,CCC#N,25,2.629006994
CCCCCCC,CCCC#N,25,2.048982334
CCCCCCC,CCCCCCCCCCCCCCC#N,25,0.482426149
CCCCCCC,COC(C)=O,25,1.964311234
CCCCCCC,CCOC(C)=O,25,1.340250423
CCCCCCC,CCCCOC(C)=O,25,0.90825856
CCCCCCC,CCCCCCOC(C)=O,25,0.598836501
CCCCCCC,CCOC(CCC)=O,25,0.688134639
CCCCCCC,c1ccccc1,25,0.722705983
CCCCCCC,Cc1ccccc1,25,0.565313809
CCCCCCC,Cc1ccc(C)cc1,25,0.412109651
CCCCCCC,OCc1ccccc1,25,2.815408719
CCCCCCC,O=N(c1ccccc1)=O,25,2.248128907
CCCCCCC,COc1ccccc1,25,1.425515074
CCCCCCC,N#Cc1ccccc1,25,1.971299383
CCCCCCC,CC(=O)c1ccccc1,25,1.996059933
CCCCCCC,Clc1ccccc1,25,0.797507196
CCCCCCC,CN(C)C=O,25,3.148882453
CCCCCCC,CN(C)C(C)=O,25,2.680336363
CCCCCCC,CN1CCCC1=O,25,2.819591576
CCCCCCC,CS(C)=O,25,4.684166192
CCCCCCC,OC(C)=O,25,3.114403803
CCCCCCC,ClCCl,25,1.235471471
CCCCCCC,ClC(Cl)Cl,25,0.722705983
CCCCCCC,ClC(Cl)(Cl)Cl,25,0.292669614
CCCCCCC,ClCCCl,25,1.757857918
CCCCCCC,O1CCCC1,25,0.828551818
CCCCCCC,C1OCCOC1,25,2.029463172
CCCCCCC,O=C1CCCO1,25,3.940610462
CCCCCCC,OCC(F)(F)F,25,4.2314944
CCCCCCC,FC(F)(F)C(O)C(F)(F)F,25,3.673258073
CCCCCCC,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25,2.472327868
CCCCCCC,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25,2.430098413
CCCCCCC,CN(=O)=O,25,4.38252651
CCCCCCC,CCCN(=O)=O,25,2.149433913
CCCCCCC,CSSC,25,0.806475866
CCCCCCC,O=C1CCCCC1,25,1.574846468
CCCCCCC,CC1OC(OC1)=O,25,4.171305603
CCCCCCC,n1ccccc1,25,2.005525859
CCCCCCC,CC(OCC(COC(C)=O)OC(C)=O)=O,41,2.76000994
CCCCCCC,CC(OCC(COC(C)=O)OC(C)=O)=O,51,2.63905733
CCCCCCC,CC(OCC(COC(C)=O)OC(C)=O)=O,61,2.564949357
CCCCCCC,CC(OCC(COC(C)=O)OC(C)=O)=O,70.6,2.509599262
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,81.4,0.727548607
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,91.9,0.703097511
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(O)CO,102.1,0.703097511
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCC,81.5,-0.010050336
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCC,92,-0.040821995
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCC,102.2,-0.040821995
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,77.4,-0.494296322
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,87.6,-0.494296322
CCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,94.9,-0.494296322
